payment_uuid,payment_date,amount,payment_method,policy_id
7d5c97d4-b624-49e4-95dc-879d4a94637b,15-10-2022,12829,UPI,955
ec4cb291-efcb-43ce-8deb-abde40c2abd0,05-11-2020,30951,Net Banking,409
7f3664bc-3fcd-4d55-9f04-10a769da89f7,16-02-2020,31314,UPI,715
4d599112-fc31-4304-a857-60247966ab74,03-04-2023,44699,UPI,483
eecf0fca-3f11-490e-9980-2f936cba7c5a,19-07-2023,46909,Net Banking,669
af7fa6c7-2e8d-452f-aa7a-63ad85f604c3,17-12-2023,2469,Net Banking,432
24779716-2b1b-48a6-8333-ac0b272b006d,01-05-2022,13783,Net Banking,910
236dcf2f-704e-4f7e-b515-e6067711355b,09-01-2021,38472,Debit Card,210
d712e34f-7de6-449b-b207-3bef19c5eaa6,11-05-2020,27807,Net Banking,947
3416ac48-e0f8-4ac1-a1df-123ca03a5c4a,14-11-2019,38110,Credit Card,242
280beb24-1e7c-4b45-ab83-910a897f15da,15-07-2024,25184,UPI,927
879b62e8-a671-43ca-9e22-1f2f88e0314a,09-06-2021,30890,Credit Card,355
a379c40b-f8e7-4239-b794-7dbc39f388bb,06-12-2019,49072,Cash,613
2b6cad25-aded-4986-8868-57d041837a78,05-05-2023,37225,Credit Card,909
42c63117-8ba0-45d9-a6de-0b9010edd7a7,30-07-2021,28020,Debit Card,278
3e843d0b-d30b-47e2-86eb-2c72e4b3e318,26-02-2022,36443,Credit Card,37
b7af9e13-7958-4fa0-9a79-7a856d815844,25-04-2022,25333,Debit Card,666
3d04cf03-f9a2-4fd4-afd1-a08eb88068c5,03-07-2021,18163,Cash,311
062beb63-c718-4f3d-b895-94760ba8e786,21-12-2023,39296,Debit Card,22
ab4c65b3-4677-4838-a2c0-5f528626596a,04-09-2020,46631,Credit Card,793
299c69e9-0bbb-4551-800a-45befb6cfbd6,20-12-2019,39309,Debit Card,548
3d66604e-f3f6-4f32-a25e-ead8b2fd24c7,19-03-2024,30799,Cash,699
5436a844-d96c-4f08-ba54-262e4f67030a,24-12-2021,34496,Credit Card,566
9eb63854-1b68-4789-8d60-add3b0462128,23-03-2021,24626,Cash,785
dfec4e21-5570-4c18-8f4f-ebf7da53461b,16-08-2022,19484,Debit Card,441
13e4367a-5606-4393-be85-e8ed5b8794af,01-08-2023,35366,UPI,142
504ea7c4-4e74-49b4-bf7d-e7034fbc778a,29-09-2022,6664,Credit Card,919
4d84b088-d9a7-4288-bb5a-302ee11a7ee6,04-02-2022,31167,Net Banking,361
9037a099-01e6-4630-9800-3373ffed21a7,18-05-2021,10489,Cash,941
bbdfba9d-5f74-43e2-be84-f7c0cc093b2d,01-10-2021,3838,Debit Card,95
35508d95-f978-4d24-9127-9f3d6db97f78,19-09-2023,29842,Debit Card,423
4f3c050c-a26d-406f-9c2a-e3232dbca4ff,30-10-2021,37626,UPI,582
df7f5111-830a-4c03-bfd8-eadca324807f,03-09-2022,3243,Credit Card,895
a6895062-b69c-40ca-84a7-c93da379855d,05-08-2021,36272,Credit Card,79
d4967d03-29ac-4031-9c1d-35df1b11fafb,30-12-2021,3776,Cash,185
a5506800-5017-4d33-8bb6-960f94a301e4,11-08-2024,14847,Net Banking,359
7c240997-d6e7-4431-9b97-81e5574485ed,07-09-2023,30518,Debit Card,300
c35a5352-9561-4671-b269-b99c501d09d5,14-11-2020,7356,Cash,491
fb70df7d-39b5-4276-977e-3a0feda9a3ed,14-06-2022,33222,Credit Card,79
4d8412bb-84c9-4425-bb02-3844d1392011,28-03-2024,13260,UPI,211
30ad71fc-41bc-40d7-9c6f-2153f1a3489c,16-05-2023,25252,Net Banking,920
1ff92deb-f63c-49b7-8761-20711dc4f04b,24-03-2024,45840,Debit Card,455
45cba641-2f1e-42ca-9e69-eb6777cb2f05,20-02-2024,35944,Net Banking,799
765ad6ab-18c4-41a5-804c-273ae0e995d0,14-06-2021,28019,Debit Card,540
b4a4a732-f685-4589-a23c-9de2a3703fb1,19-03-2021,44756,Net Banking,715
77b77cea-06f8-4e04-90f7-9ca1e0cebbcd,05-03-2021,27530,Credit Card,56
2afa5d05-291f-4822-9aa7-180a0c534036,18-08-2022,17985,Cash,723
78cc4a6b-e184-4cb3-8b55-cdf9c32dde60,07-09-2021,47578,Cash,287
77b98829-afec-4905-95ed-42fbec692411,31-08-2022,4844,Debit Card,862
b096aec4-c8a6-44f2-a8cb-92c5372ac1ec,10-01-2020,48821,Debit Card,313
afa73b97-ab1a-4c33-96ca-c8502b340746,15-05-2021,37354,Debit Card,126
408512c0-a1ee-4479-a2d9-d041b95c7e00,08-05-2021,19247,Debit Card,37
afebb01d-3168-4cee-bf59-b346cee2f283,10-08-2023,48918,Cash,666
12f28605-83eb-4e13-8dc4-3eafaf9708cd,06-08-2023,38445,Credit Card,22
85d39d1a-09c4-46bb-919f-0a3c187834d9,10-01-2022,25446,Credit Card,277
5a2fbb74-6ff8-433d-b182-526b056ebbf3,02-03-2023,14620,Cash,308
a468bd5f-fee9-448b-b7bf-ab96d8dcd294,23-09-2024,41532,Credit Card,62
e13fd394-08ec-4a60-9b15-454e10b4723e,12-11-2019,14676,UPI,394
6aea0ad7-6ec0-4229-9dfb-99168f82fd53,09-06-2021,25273,Cash,394
424b9855-aa3b-4cf9-863c-fa36e170d902,04-10-2021,22757,Debit Card,211
9d172359-c73d-41ee-b6c7-d1d172f62b92,16-03-2024,19587,Cash,546
6ed97245-f13e-4368-8dc6-d2371a365e4e,20-12-2021,3561,Net Banking,33
ac9448e0-ad30-42cc-af62-f8e141a47fe3,28-12-2023,27536,Net Banking,960
0a7a050a-3991-4aab-89c7-e29c7218f3cd,28-09-2020,2274,UPI,773
15638a92-fb0c-4350-9fd8-c43aca29f53c,02-09-2021,44765,Net Banking,830
80304621-6ebc-4d00-99dd-69fff02a6085,10-11-2023,37913,Debit Card,776
1b2dd269-2c5c-4243-9145-ee54aa95a232,19-11-2019,2340,UPI,445
a95df5d4-a21b-46d0-93be-c9bc5e1381ef,09-09-2022,43421,Credit Card,827
9253f649-6d9a-4d60-b68e-76fe523ecf54,16-04-2024,6351,Cash,976
d1026d3d-f58b-4a4c-af7f-6ea40f2f8760,03-01-2024,36344,Net Banking,880
2b79f284-3c08-43dd-9f38-e6cf639dc251,24-12-2023,49554,UPI,475
1ce0fc3e-f821-4e49-b26d-03400efe5bbe,26-08-2022,21768,UPI,788
d9381562-928e-405e-bf75-621c25737c26,30-12-2020,26427,Debit Card,984
35c24bf3-0887-456e-a994-c353a9c7a02d,09-03-2021,19683,Debit Card,136
43fe82f1-ca01-4048-8f3e-d31df620ad07,09-05-2021,45478,Net Banking,819
e27aaa0d-71c5-4c0c-bd14-65ae77286b92,03-07-2020,34447,Net Banking,88
195d3f2a-2710-4cef-a0a0-900ab811578e,01-03-2021,49942,UPI,303
8176227b-c6fb-43af-b389-cc2a54c5bcb5,09-03-2020,17539,Cash,40
df6aa2b2-0230-4236-beec-c85247833241,02-02-2020,31162,Net Banking,276
2b66973d-93f0-4f9c-bac7-6859b4bd4be6,26-05-2022,33302,UPI,13
1544e5ce-4cd4-4407-8d63-7325fdbd8b75,27-11-2019,7091,UPI,677
8c81f1da-5d85-406c-8c77-c8877a62ebbe,29-01-2021,16728,Net Banking,868
58bd1310-71f6-4d16-8d06-44c8c0ce4b1e,18-08-2021,9760,Cash,18
f5183e48-7561-4387-a33d-4a0b968124ce,12-03-2022,22556,Cash,38
03e21c52-dbdf-4a78-82b4-5028bb9d6c7a,06-12-2020,48328,Cash,654
70ec7c41-e7c9-4069-b85a-b0e40e9d944f,15-03-2020,42372,Debit Card,419
d7bb792d-3202-4d16-a4e5-e5f20f8343bf,26-05-2021,3871,Credit Card,284
c09571dc-9563-49cc-8ffd-e801d7184c19,22-09-2021,44955,UPI,322
c09ee776-47aa-4b95-b407-37582a1732e3,09-06-2024,47711,Cash,185
525b8d00-1f5b-4c79-bcdd-a9bcbf98380c,15-11-2023,13642,Net Banking,266
4c7b3c84-4db8-4e33-ae31-7266a263b119,05-08-2021,43584,Debit Card,233
f80dbe7e-67bb-4e4f-94d2-d2f4bfef4e58,04-07-2024,31887,Debit Card,893
e84a7027-596a-44e5-80be-1c79deb0b5db,15-05-2022,31280,Credit Card,239
928821aa-b4c2-40f4-9357-febb0fa09259,22-12-2022,6608,Credit Card,189
9797097b-416f-4e32-a4af-ef150af7e64f,04-08-2021,34538,Cash,594
f3b55d10-caf2-4bd9-898c-01b56bce4bbf,09-11-2022,16549,UPI,735
53df3d22-7a1d-4b8c-ad8d-e92635d5a302,31-01-2020,12170,Net Banking,999
e71210ae-6a18-488a-936d-751527f807c7,06-04-2020,13615,Net Banking,554
8d2829d5-a840-470b-ac79-dd9a51034f28,13-11-2020,36198,UPI,241
9a3649ce-b609-42ea-b7cc-e7846a63cfcf,17-08-2020,18137,Credit Card,520
7a0b2221-4123-48a7-9551-e87018ad4b57,22-06-2022,22747,UPI,80
b1efcc4e-c801-4ba8-b138-1711b01f3896,21-04-2023,12612,Net Banking,585
16d2c688-6cde-4010-8f6a-8762a6faf927,04-11-2021,19197,Cash,74
a3d6df98-6b0f-48c2-85d1-7f73b8ae1151,03-06-2024,32452,Net Banking,147
ccb9cb4c-76a9-4bb3-b951-97e67b5d7e0c,27-06-2021,2210,UPI,808
beefb88e-79ca-433f-8b3d-6c501a7f4248,25-03-2023,18654,Cash,919
c3e3b11a-ff65-47ab-8000-68b01039ac81,06-01-2023,32947,Cash,966
8b5ea69d-0f11-48c1-b0de-26606450a082,03-05-2023,48702,UPI,32
2a764de1-5152-4b7e-bb8d-f25c933032f6,12-08-2024,8855,Credit Card,298
59b95e8e-fea5-4cb3-8844-843cf2e08e35,08-03-2022,46585,UPI,27
ff92bd3a-31d2-459e-9d37-9074bd9f9eff,29-05-2021,6205,Debit Card,828
6b7d00dc-7c04-4424-82b0-daf882a216c2,07-04-2023,16342,UPI,803
8b761fa3-00d2-42e1-a19f-505c331939b8,07-09-2022,29493,Net Banking,963
226e8097-1145-4326-9030-418355905db6,14-02-2024,11529,UPI,34
6566198b-e37a-476d-bffd-e45fe9b153dc,29-12-2022,33196,Debit Card,391
1426a2ed-a32f-4f60-80f7-c7e39133e051,23-05-2022,38368,Credit Card,979
549ecdd0-bf9f-42f1-9a38-1ce701db2b20,28-05-2020,4788,Debit Card,579
ab7dd26a-b12d-48f7-80d4-2a7e1505a7d1,16-09-2024,25671,UPI,646
99f7e70b-7763-4f02-8ac5-f8656da4bec4,19-11-2023,27863,Cash,552
820e9841-5b58-45de-8f45-0d951e82b1fe,30-05-2024,36919,UPI,818
626b01f2-3322-435f-b025-85e7e55358c0,14-07-2022,3520,Cash,676
eb2e353e-a6c6-4044-900e-82be9103ba53,09-10-2020,26698,Cash,325
4e4e692c-5d81-4ce2-adda-da44ef43355a,03-09-2021,14190,UPI,301
b9bbbbb5-f496-44c8-b7c2-fce0af9a773b,08-06-2022,45642,Net Banking,249
1efa8635-79d3-4bcd-8c7f-904bb4f3adad,20-04-2022,40151,Net Banking,237
7d1b857e-b058-4475-858f-65b8adfcce67,26-06-2022,23335,Credit Card,710
c3e2cb94-750c-4c10-8580-54979fe371f1,13-07-2022,12811,Cash,371
8ebf79bf-ace5-47e3-a511-dfc75fd46339,28-11-2021,4905,UPI,518
cd5a2c13-5d1f-4673-a03a-9330674b077a,06-03-2021,4746,Net Banking,670
5fc2dc86-bb9c-4707-9f85-0a4884f7e347,13-02-2023,24724,Debit Card,460
c30ea1ac-0d54-40dc-aafa-a29ce8367905,15-01-2024,39529,Debit Card,584
8f5389b8-84c0-4304-9424-4aee2734b9c7,13-01-2024,41563,Debit Card,948
72295b3a-c55a-43a6-9cb0-19f1e9f40413,01-06-2021,27343,Cash,691
c9292342-1816-44cd-b7a1-912fd9b31599,26-12-2023,29653,Debit Card,621
e3f0e1d8-f18a-4aab-985b-d17e98436927,26-06-2022,13754,Net Banking,350
df5243af-3a02-428f-ad8f-eece521454fd,30-09-2024,16378,Credit Card,419
d81159e8-be73-455a-a497-d81abff6955d,15-06-2022,21630,Debit Card,590
28046ec2-3996-41a6-899d-7ccb5bc5427a,17-02-2021,25216,Debit Card,922
0720a0a0-a2cf-4f9b-b4b7-f6c17bcf2c7d,29-05-2024,9816,Cash,16
9d656a8e-9e11-467f-afcb-06a270f68ab8,31-07-2021,9172,Cash,270
82d455cf-2d9d-4989-805d-1a567293d436,22-07-2020,38510,Cash,761
885f6a09-dc89-4578-ba7b-f6a5c005853d,01-02-2024,5949,Credit Card,854
919f2a1e-978d-4cd4-8e72-3481c8942d2c,04-06-2024,22140,Debit Card,75
88d99421-f425-4916-b1e7-af2dac982339,09-04-2024,7487,UPI,941
f23c4b8c-0cb8-4622-89c5-e27164ea5be1,25-02-2023,20018,Cash,363
0f3dadca-8b55-48c3-ada0-a6726b983fed,22-09-2020,7245,UPI,248
f7ef6a24-b658-4191-b37e-ffe9a7d01c7f,09-03-2023,35887,Credit Card,345
71053c35-2bb2-4814-86c3-cff4c0d22c6d,14-05-2023,44974,Net Banking,606
3d68e1e0-827e-48c3-8b0b-8adc275ca5a1,16-03-2023,30829,Credit Card,740
a6ec993d-0a7a-43de-a22e-5b68f2b180ba,03-10-2021,3217,Net Banking,973
54df559b-9ba5-454b-b242-e79493ac7c94,16-11-2021,22996,Cash,646
ba3f8516-ca19-4019-9591-1c8e5c801260,08-05-2022,23038,Cash,297
511556cd-ddc3-4d42-bb34-a6e6b15f6e40,17-05-2021,38125,Debit Card,752
91901ae3-386f-4694-8341-d59365a581c8,28-02-2024,9989,UPI,939
18bc9a7a-96fc-4898-971a-0ca36bf3dcf5,05-02-2020,41185,UPI,86
52721454-13fa-4904-81b2-87392ffec8d9,30-06-2020,8461,Credit Card,608
bfef6187-c1a8-4a37-b0f5-43d7a213b40c,18-08-2020,30059,Cash,389
ec019a2d-5cd1-4543-9e14-997f020d5082,08-09-2022,16701,Debit Card,521
956a2116-3645-4124-bb99-1eb80d53cb3e,04-01-2022,36404,Net Banking,968
25a194fb-1b5a-4439-baba-680e6c9af6aa,04-10-2020,38877,Debit Card,305
085a7db8-4d3f-4183-85e1-cfe08b95dc2d,10-01-2023,25171,Credit Card,578
5ee601ba-ce69-439b-80c4-9c73ee22ffa8,23-02-2024,26366,UPI,594
c1182119-b5b1-4e9a-a434-37ebee6e4bf4,08-04-2021,25903,Cash,293
18529a34-b7c1-456e-8b4f-d29e760d6fe4,25-04-2022,16817,Net Banking,776
09b4fbc7-1602-402c-a8d1-7612729eeedf,02-10-2023,9742,Debit Card,43
fa63c881-19e2-45fa-a4ab-8af00b58a2b2,07-09-2023,40885,Debit Card,441
4ff18658-2238-484b-b5f8-d9b0e1468139,07-11-2019,26438,UPI,901
88e5b79c-d26c-4828-a11a-6373787a610d,31-10-2022,31158,Credit Card,356
2eaef784-1533-47e1-a5e9-b23e57c3667a,03-01-2022,14955,Credit Card,295
2ed26e16-a890-48d4-b006-df7358cbea32,06-09-2024,14419,Cash,230
00e5e413-9bbf-484b-ada6-261f5eed42c2,08-10-2020,44382,Net Banking,962
123a3674-7d59-47cb-848a-56558e4fa632,27-05-2020,45967,UPI,772
78e0b624-cda9-455c-b950-7caa965510e9,07-01-2022,6200,Debit Card,683
47a2e1dd-242e-4028-a2c9-aceb5cfb782d,27-01-2020,14653,Credit Card,212
78dbfb25-d13a-48d8-aa47-b4ffe24e6da7,13-06-2023,28056,UPI,773
c11456c8-eb68-4b54-b2ec-54e0fe90dc44,17-12-2022,9274,UPI,925
92a42fad-cf0c-4171-8a35-3d56622c7d5f,06-02-2022,2948,UPI,551
24b035ad-c1b9-4d57-a3a1-96587f22dd2f,02-01-2024,40151,Credit Card,501
6d3a272b-8b94-4608-a17b-fd7337be76b7,06-03-2023,41793,Credit Card,379
93ccfa15-6ffc-40da-a61f-58d10c6d93d1,22-10-2022,10954,UPI,437
060ae0e3-7859-47b7-9776-d70773a485b1,13-08-2020,36872,UPI,130
2ea048e8-4ab0-4fde-adcf-546d6d307b45,06-05-2021,41721,Net Banking,941
585385d6-420f-4a5b-8293-48a3c61d5e29,30-05-2023,6371,Credit Card,456
7fb97f54-8b15-455e-821f-e5be4965c0b6,28-11-2023,44555,Cash,270
3108a1ce-1021-4f8f-8cf7-f6ef794430d6,16-02-2022,5256,Debit Card,286
1fb429b4-9aed-401d-b7a1-b63f86bc3a67,14-12-2019,36850,Credit Card,992
60a76140-9d99-4395-8840-acf5ed3daae1,13-09-2023,18332,Credit Card,763
760634fa-0abc-43b5-bf2e-59e9cff864db,01-11-2022,39873,Credit Card,335
ab5a9353-35ce-4d60-9bb6-9f6567a5d514,21-09-2021,8680,Net Banking,283
a65419a6-31e3-4473-a372-ee860657ed64,07-10-2022,23220,UPI,689
b82fcd14-24cc-4a42-9517-f8146869201e,30-08-2020,39075,Net Banking,914
1544ee6f-c63b-420e-8bef-5eabad862b08,04-07-2021,46312,Cash,103
b648650a-fb3f-4f18-abc5-118da521a910,03-03-2024,46686,UPI,326
0d096634-8b9d-49a5-8ffc-43a93c73c726,30-11-2021,10330,UPI,677
80f2428d-7115-4e0a-b7cd-4d4c8d6fb9e9,07-01-2022,42044,Credit Card,972
b574ac61-8df8-4643-9328-5f0dad76a18c,30-11-2022,32090,Credit Card,252
61b4c966-ba03-4b58-a382-5f3988e27ecf,26-04-2023,7707,Cash,894
cdc95ddd-9a37-48c3-ad12-191f88682bc7,14-03-2021,47215,Debit Card,272
f048c0a8-3270-424f-ab11-250ba38edb3f,11-08-2024,24036,Cash,834
2ac3a0ae-b212-429a-bd4c-7dbed9b8737b,22-08-2021,10168,Cash,290
6121b6cc-dec7-4a5e-a6c9-0afae9af6eae,06-09-2021,7458,Credit Card,974
e9fa0cdd-0170-4377-992b-da7bb4e8e56b,16-05-2022,26299,Debit Card,4
e4a52cde-7351-46dc-bb04-9e8ec8c95bc6,27-07-2022,22282,Cash,572
dc0d2e50-d7a4-499d-ab68-10b2e9451c08,23-05-2023,30950,Debit Card,40
fce2e610-6872-48cd-8319-403d3307a357,13-08-2022,21490,Net Banking,629
a797425c-34ab-42a5-ad90-cf870485137e,22-09-2020,19634,UPI,241
3809e341-a1fb-4891-8fd2-35710a15ec86,25-08-2022,32248,Cash,544
27a7dd47-0186-436e-9d1f-b7da71a7e577,29-04-2024,33190,Debit Card,899
ea34d755-9e8d-47ce-9424-8b6010376eb9,08-02-2021,15705,Debit Card,897
26a7aefd-80e3-4abc-86a3-b9062a686fb0,13-02-2021,15314,Cash,502
71dcf1c8-f9ef-49e5-9aa0-202ca2346d9a,14-08-2021,40041,Cash,613
818769ea-2121-4e03-9b2b-f54d93a72310,01-04-2020,18499,Cash,303
8c84fd04-e637-4566-955c-4ccb5dd87cd3,08-05-2022,5730,Credit Card,987
f663fbb6-35ff-4a87-a2c7-4fc8b3a7bd75,11-12-2023,44164,Net Banking,430
7ca38dc9-6b52-48e7-bb36-ec548a767207,20-03-2023,48499,Net Banking,254
b1461c64-b79e-4df9-97be-f4804c11e6ba,10-02-2020,33458,Credit Card,181
49e70d4e-922b-4003-a9b6-08be269fb756,18-09-2022,23772,Net Banking,677
2ba9ec10-514e-4cad-9cf1-984a169a4bba,18-08-2024,6563,Cash,722
927efa27-937f-46ab-b881-98557e061cb3,08-06-2023,7275,Cash,861
a0385910-45cb-4085-81da-9adf4ae8f7fc,11-08-2023,40431,Cash,616
8885eccd-5962-4766-9b43-a1ff23fcdf41,11-04-2023,21188,Debit Card,30
a3e16dcb-ad0a-4d93-a2c0-dc74717774a7,25-11-2022,15256,UPI,221
03386e29-6f66-4f6e-a465-c1247d7d4888,26-06-2023,44601,Cash,63
db2ef502-feb3-4285-aa6e-cd4cca60e7f7,07-07-2020,28551,Net Banking,268
fb679151-5623-4845-a276-0349f6074b48,25-03-2021,34074,Cash,401
63837dd9-d5a6-4918-a096-20edfac22718,15-02-2022,40643,Cash,409
f3fdb946-3d45-4e10-af41-62392ca1f0e0,09-08-2024,13774,Credit Card,275
d3071ae6-84cb-46ef-bcef-cf8c2da0ad3f,19-06-2024,24790,Debit Card,348
4a540048-c5f7-4a49-83c3-9c6e9b9111a2,29-08-2021,32177,Credit Card,316
1b3c4206-e0c3-4c4b-975e-82063ac412a7,05-10-2021,22934,Debit Card,587
d97e91f1-d78a-4e09-b9ea-581163ae8faa,05-05-2022,43905,UPI,212
f5f8542d-d2fd-4946-990d-5b4519725211,31-12-2021,39198,Credit Card,971
8338f6ba-f768-4618-a460-a335d0a8c932,19-08-2020,48445,UPI,338
119de6e2-2f83-4fca-88f0-cedd05d7a1ed,17-06-2022,7332,UPI,21
37d977fe-92ba-4659-b7b7-ab350d58d4d5,19-01-2023,47564,Credit Card,822
edd1d635-05fa-4ff8-b373-10b7c1568290,08-12-2023,19580,Net Banking,935
808bea35-ec52-4b00-affb-d688129b7fdb,26-09-2024,18282,UPI,65
360f8cbf-8fc4-43b9-8496-9cc00f457477,27-01-2023,33092,UPI,216
5cfb53fe-efa9-47ed-a2d9-7ea2c39251f0,30-09-2024,18743,Debit Card,161
68ce8731-399c-4e48-ab99-abc10347ba03,17-07-2021,42069,Cash,881
63cbd0f9-fd68-4b7f-9a34-dc807f50fc2a,19-02-2024,36173,Net Banking,821
8b30dd52-9b17-4ccf-9929-6b96ba21820e,18-10-2024,8909,Net Banking,340
1411d5e0-6f5c-4c25-9108-94c56fdb04fa,28-01-2021,21256,UPI,751
ea0a7b81-d5a9-482b-ba62-edc0da37d410,18-12-2022,13186,Credit Card,37
a2de1be7-5891-43ae-89df-ca7a0b87617f,16-03-2021,42429,UPI,105
90dceb51-9894-493e-8ef8-b082f78186cf,29-08-2020,25573,Cash,44
f0fbc705-bcb2-41d1-bed9-5b9035d4ff4d,28-03-2022,8690,Net Banking,25
c6b79a43-f6a8-48cf-9135-072ce18c3fd5,15-09-2021,12270,Debit Card,35
bffbbd15-f10f-4f92-9974-fae7288c3a78,30-10-2023,14350,Credit Card,833
71a592b4-3772-4927-9c83-931407acc60d,13-08-2021,39419,Cash,135
8ca14267-b777-4684-8772-da73a61fd3a9,07-09-2022,41097,Net Banking,883
53f592fd-fee8-4eef-86f4-974b8da341e1,27-02-2021,5161,Credit Card,517
63623835-64c0-4ef5-8d64-4186690510c6,17-03-2020,36384,Cash,21
caf23092-0828-4f1d-af78-c78c09b1f5ae,21-03-2024,1722,UPI,620
27b2bc20-c160-494d-b653-82f630e1e869,18-09-2021,46030,Credit Card,754
809a1a0a-7e2f-46d0-a3d2-e9010074fc41,08-07-2020,29822,Cash,199
66d4fd8f-312b-4185-9138-018262eb7d69,26-06-2020,41742,Net Banking,804
c2bd7cff-75a2-4f38-8133-ad88f3ed6ceb,16-02-2023,16863,UPI,762
8709e3c0-99e8-4119-8ab9-4d6b1ddaba39,07-03-2024,2148,Net Banking,470
22e89a0b-9b38-4619-a471-0317c3eec639,23-05-2023,10931,Net Banking,993
3fb2c570-968e-4226-b5f9-debb24782258,11-08-2023,33146,Cash,386
2b4f3a30-434b-4156-ab2e-bbd764cf4fee,17-01-2022,15271,Credit Card,228
0ff431ef-a94e-41ce-853a-c7377c071499,16-01-2022,48377,UPI,286
e069dff5-af8d-498a-8f35-3276ce4f6e72,12-08-2023,24684,UPI,519
b083dffe-d970-4820-b587-c70dd0c0fb8c,05-04-2024,12986,Credit Card,509
32fd46ea-b930-4904-ad57-f96b2e49fa86,09-07-2023,36650,Net Banking,782
2fa3e460-b114-43bb-9da6-5105e147b7fd,10-04-2024,27782,Credit Card,464
4c174251-5368-49bb-9959-ea93848c425f,20-08-2023,11979,Credit Card,407
c5d93c9e-4ed0-4ce4-b14f-c7bebadbf195,01-07-2021,38789,Cash,379
d405dade-3f22-4f79-a9dc-e24e8c448998,01-12-2020,24364,Credit Card,659
cf651f5d-c225-4e94-bb3c-fe4e038aca4a,31-10-2019,16220,Debit Card,830
32c4ff96-31b5-41d7-a496-1cc799aebe98,11-09-2023,31866,Credit Card,98
2b4f4a23-371e-4b1e-9abd-9387c0c56509,04-05-2020,28483,Debit Card,886
b10a66d0-3425-4865-a6e2-ec1182733e8b,29-04-2024,47163,UPI,256
e8b25e20-8e82-4899-a682-3771579ff8e4,16-07-2020,5111,Cash,632
318d5a0c-9b94-494a-963b-bb47ccde63e1,17-08-2020,42065,UPI,741
0850738b-48aa-45a9-95a2-8a734986b943,28-03-2023,42143,Debit Card,61
37930280-f045-4fe2-a7ba-088078564639,15-12-2021,38603,Net Banking,422
6f990b0f-451f-461c-b6dd-f17c81c12283,08-12-2021,16261,Net Banking,855
558d7a23-6820-44ed-a23c-6fec32ffb5dd,11-10-2020,8380,Net Banking,706
f2ffab57-c29c-4f13-b3fc-e17a2ac5b8eb,20-06-2024,28700,Cash,893
99eb8959-1384-4cbd-b353-cc9fab659977,07-01-2021,1273,Debit Card,774
cb281415-9d0c-4476-b177-cd68d22ddd2a,25-02-2023,28558,Cash,559
c3e39215-1c2f-4144-8657-ff56e1d2f184,15-01-2024,25491,Debit Card,330
db7982e7-a528-4f46-abb9-14b60c5a199f,02-07-2020,23607,Cash,527
32308fa9-4d22-4625-8428-8c9a69eea86e,03-02-2024,28186,Credit Card,944
ecef5ea1-e243-4204-8bec-645ad118ae28,10-10-2023,6147,Credit Card,385
0892d3f4-cb72-4824-bb6c-592a0a00a5fa,14-04-2020,7237,Credit Card,166
6fb75cd3-b3ca-4424-a07a-7f487fb1d850,08-10-2020,26477,Credit Card,171
3eaf3a52-032e-4a80-9acc-3a9219a4d4a5,20-09-2022,10671,Credit Card,40
23ac09ac-0582-4130-8460-5ee191f0b32b,29-09-2021,44390,Cash,175
f7962dbd-c77e-4358-90bc-40ce52beec69,30-08-2024,31682,UPI,499
0379ceda-20cb-48e8-802e-fbe785b89e74,13-07-2024,7853,UPI,429
33a93a82-19c8-43a9-9727-1ac7ef332b1a,26-09-2023,20571,Net Banking,121
1df69c94-086d-42a0-a63c-38fded7f3465,31-01-2022,22338,Net Banking,738
8b47a317-1411-4fe5-bba9-74e73f49eaf6,25-12-2019,46177,Net Banking,536
a1836b7b-646c-4ea0-ae24-dde5a31b5f67,14-10-2022,16797,Net Banking,578
99eabe9d-389d-4337-b1e1-140afa251747,11-02-2022,32861,Debit Card,298
7213cd6f-e6f7-4d03-82c4-ee8eeed9a2f2,16-06-2020,26639,Debit Card,823
b62a3746-208c-4c54-bd47-f39421f572e9,18-09-2024,31086,Net Banking,532
5f659e31-422e-4573-aa24-d4ae7cf3f72d,08-05-2020,30621,Cash,474
51237dec-2c86-4e82-bdad-fcec03d4308b,05-10-2024,11320,Net Banking,950
c4a54c4e-cf5d-487a-8dfb-a8d4f81524bf,14-10-2024,37591,Debit Card,169
5a51dcbc-6569-4942-8636-b32a187c0f69,05-10-2024,26695,Cash,11
bb737d88-2960-4bd1-b710-ede7fc02aa6c,07-05-2022,16567,Debit Card,154
4a96e193-b154-41e1-ae83-ee468ae6d335,06-05-2024,24054,Credit Card,320
e76eecb8-a9bf-47b9-b84c-e4c52764faf4,06-07-2022,35372,Debit Card,711
7389d644-eaad-491b-a65d-dc69ea27bd93,01-11-2020,5599,Cash,339
49383af1-28cd-4fe3-9ca8-66b0432798cd,03-11-2020,5641,UPI,480
e09034ac-5d72-4e32-9b21-471736be031b,23-11-2023,30128,Credit Card,359
9e29a01f-cc4d-474c-9391-ab8fb80e4955,04-04-2022,32181,Debit Card,354
901f0f46-ddfb-4e2c-b43c-f8869ff04251,28-03-2021,31812,Debit Card,282
ccb8278e-2c42-4790-8dc9-03389eae4450,15-02-2023,14925,Cash,599
c526835b-9d2d-40c0-98ed-728fae252e5a,25-06-2020,36737,Net Banking,640
c7b4ca7e-b557-4d29-a371-86cf12b7e1f0,14-06-2022,38582,Net Banking,575
